Other Regulatory ID;SMILES;Structural formula
1758;O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1;1.23
1759;Cc1c(Sc2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O;1.84
1760;COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)nc2c1;3.61
1761;COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1;3.9
1762;CCOc1cc2nnc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1;1.99
1763;COc1ccc(C(C)NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1OC;1.8
1764;Cc1ccc(NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)cc1NC(=O)c1ccc2ncccc2c1;2.8
1765;Cc1ccc(C(=O)N(CCCN)[C@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1;2.88
1766;Cc1ccsc1Cn1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O;1.15
1767;CC(=O)N1CCN(CCOc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1;3.2
1768;Cc1cc(C)c2c(N)c(C(=O)NC3CC3)sc2n1;2.53
1769;Cn1c(-c2ccncc2)cc2onc(-c3ccccc3)c2c1=O;2.61
1770;Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1;1.02
1771;COC(=O)CCC(=O)Nc1ccc2c(c1)-c1ccccc1C(=O)C2=O;2.72
1772;NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccncc3)sc12;0.77
1773;Cc1cccc(N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]2CN3CCC2CC3)c1;2.24
1774;CCCC(=O)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1;3.2
1775;C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1Cc1ccc(F)cc1;3.6
1776;N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2;0.23
1777;Cn1sc(NC(=O)c2ccccc2)nc1=O;1.13
1778;C[C@@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@@H]2CCN(CCN3CCOCC3)C[C@H]21;2.87
1779;CC(C)NCC(O)COc1cccc2[nH]ccc12;-0.12
1780;Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2C)n[nH]1;1.75
1781;CN(C)CCNCc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1;1.4
1782;Cc1ccccc1Nc1ncnc2ccccc12;2.85
1783;Cn1c(CN2CCN(c3ccccc3)CC2)nc2ccccc21;3.11
1784;CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21;4.07
1785;N#Cc1nc(NC2CCCC2)c(N)c(N2CCOCC2)n1;2.59
1786;c1ccc([C@H]2CN3CCSC3=N2)cc1;0.81
1787;CCCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1;3.76
1788;CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cc2)CC1;3.9
1789;COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccc(N(C)C)cn23)n1;4.1
1790;N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)CC1;3.0
1791;COc1ccc(NC(=O)c2ccnc(N)n2)cc1;1.72
1792;O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12;3.02
1793;CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O;3.44
1794;COc1cccc(-c2cc(O)c3cc(NC(C)=O)ccc3n2)c1;2.41
1795;CCC(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1;1.68
1796;CN(c1ccnc(Nc2cccc(S(C)(=O)=O)c2)n1)c1cccc2[nH]ncc12;3.21
1797;O=C(N[C@H]1CN2CCC1CC2)c1ccc(-c2ccccn2)s1;0.7
1798;Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1;1.92
1799;O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1;3.83
1800;COc1cc(F)ccc1-c1cncc(CNC(=O)c2ccccc2)c1;3.76
1801;COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSc1ccncc1;2.82
1802;Cc1cc(Nc2ccccc2)n(CCC#N)n1;2.3
1803;CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1;3.8
1804;COc1cc(OC)nc(-n2ncc(Cl)c(Cl)c2=O)n1;1.4
1805;Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(C)CC2)cc1;0.8
1806;NC1(c2ccc(-c3c(-c4ccccc4)ccn4ncnc34)cc2)CCC1;1.7
1807;CN1CCN(C(=O)c2cc3ccccc3n2C)CC1;1.71
1808;CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccc(Cl)cc3)n2)cc1;2.6
1809;CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21;2.14
1810;COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3c(OC)cccn23)n1;3.5
1811;CCCSc1c(C(=O)N(C)C2CCCCC2)cnn1-c1ccc(C(=O)O)cc1;0.59
1812;O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccccc1;1.34
1813;CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1;2.73
1814;CCOC(=O)C1(c2ccccc2)CCN(C)CC1;1.4
1815;O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)[C@H](Cc1ccccc1)NC1(c2ccccn2)CC1;3.44
1816;CNC(=O)C[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1;2.23
1817;Cc1cc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cc(C(N)=O)c1;2.08
1818;Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1;2.11
1819;CCCSc1ncccc1C(=O)N(C)[C@H]1[C@H]2CC3C[C@@H]1C[C@](O)(C3)C2;2.49
1820;CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1;0.44
1821;COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1C;2.78
1822;Cc1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3;2.99
1823;Cc1cc(N)c2cc(NC(=O)CCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1;1.39
1824;CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12;0.77
1825;c1ccc(-c2nnc3ccc(NC4CC4)nn23)cc1;3.15
1826;CC(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1;2.4
1827;CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1;2.82
1828;Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl;3.66
1829;NC1(c2ccc(-c3c(-c4ccccc4)ncc4nccn34)cc2)CCC1;1.7
1830;CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2;1.54
1831;NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1;1.7
1832;O=[N+]([O-])c1ccc(C=NO)o1;1.31
1833;CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O;3.5
1834;O=C(c1cccc(Cl)c1Cl)N1CCN(c2ccccn2)CC1;2.98
1835;CC(=O)Nc1ccc2[nH]cc(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1;2.65
1836;c1cc2c(cc1-c1cnc3n1CCC3)OCCO2;2.33
1837;CNC1=Nc2ncccc2C(c2ccco2)=NC1c1cccs1;1.85
1838;N#Cc1c(-c2ccc(-c3ccccc3C(F)(F)F)cc2)nc2ccncc2c1O;3.3
1839;C[Si](C)(C)C#Cc1cn(C[C@H]2CN(c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)C(=O)O2)nn1;1.26
1840;CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)cc(C)c3n2)cc1;3.46
1841;CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1;3.25
1842;CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1;0.79
1843;CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O;3.2
1844;Cc1nc(C)c(-c2ccc(C34CCC(C(=O)O)(CC3)CC4)cc2)nc1C(N)=O;1.3
1845;Cc1sc2ncnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)c2c1C;2.7
1846;O=C(O)CCCS(=O)(=O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1;0.66
1847;CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1;2.25
1848;CCOC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1;2.79
1849;CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1;1.57
1850;CC[S+]([O-])c1ncccc1C1(O)CCN(CC23CC(c4ccccc42)c2ccccc23)CC1;2.0
1851;C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;1.4
1852;Cn1c(N)nc(CCc2cccc(-c3ccccc3)c2)cc1=O;3.8
1853;Cc1cc2n[nH]c(=O)n2c2cc(-c3ccco3)ccc12;2.07
1854;C[C@@H](NC1=CC(=O)CC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1;3.2
1855;CCCSc1ncccc1C(=O)NC1CCCCC1;3.24
1856;Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1;1.2
1857;COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCOCC1;3.19
1858;COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1;0.77
1859;O=C(NCc1ccnc2ccccc12)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1;3.88
1860;CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1;-0.2
1861;CC(C)N1CCN[C@@H](C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1;2.21
1862;CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1;2.8
1863;C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@@H](C)O1;3.75
1864;Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(F)c4)c3)C2)c(=O)[nH]c1=O;-1.03
1865;CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21;-1.3
1866;CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C1CCCCC1;1.65
1867;CNc1c(Br)cnc2[nH]c(-c3ccc(S(C)(=O)=O)cc3)nc12;2.88
1868;O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl;1.45
1869;O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1;1.86
1870;O=C(O)c1cccnc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1;1.71
1871;CC(=O)Nc1nc(N)n(-c2ccccc2)n1;-0.2
1872;CC(C)NC[C@H](O)COc1cccc2ccccc12;0.99
1873;CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cc2ccccc2C(=O)O)c1=O)C(=O)C(F)(F)F;1.14
1874;CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1;2.0
1875;CCOC(=O)c1c(-c2ccccc2)nc2cc(C)ccn12;3.8
1876;CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1)S(C)(=O)=O;-0.81
1877;CN(c1ccccc1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1;3.47
1878;Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O;0.9
1879;COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC;3.9
1880;Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314;2.7
1881;CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1;-0.54
1882;COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccnc(C)c4)ccc3n2)cc1;3.56
1883;CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3c[nH]c4ncccc34)sc21;2.04
1884;O=S(=O)(Nc1nc(-c2ccccc2)nn1Cc1ccccc1)c1ccccc1;1.25
1885;CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1;1.58
1886;COc1cc(N2CCN(CCO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1;3.2
1887;NC1(c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)CCC1;1.6
1888;CC(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2;0.37
1889;Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CC4CCCO4)cc3)n2)n1C(C)C;2.82
1890;CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1;2.54
1891;NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O;0.97
1892;O=C1C(=O)c2ccccc2-c2ccccc21;2.6
1893;O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CCNCC2)ccc1Cl;1.84
1894;CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1;0.64
1895;Fc1ccc(-n2cc(C3CCNCC3)c3cc(Cl)ccc32)cc1;2.4
1896;CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ccoc34)n2)c1;3.52
1897;CC#Cc1ccnc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1;4.4
1898;COC(=O)Nc1cnc(-c2ccc(F)cc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O;1.82
1899;CCCCNc1nc(N)c2[nH]c(=O)n(Cc3ccc(OCCN(C)C)nc3)c2n1;1.9
1900;Cc1cccc(C)c1NC(=O)C(C)N;-0.15
1901;NC1CCN(c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl)CC1;1.19
1902;COc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1;2.92
1903;Cc1ccc(OC(=O)N2CCN3CCC2CC3)cc1;1.02
1904;CC(=O)Nc1ccc2cnn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1;3.44
1905;CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1;0.77
1906;CN1CCOc2nc(C#Cc3ccccc3)ccc21;3.8
1907;CCOC(=O)CN(c1ccccc1C)S(=O)(=O)c1ccc(Cl)cc1;4.03
1908;CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)Cc2ccccc2)C1)C1CCCCC1;1.32
1909;O=C(Nc1ccc(F)cc1)c1ccc(Cl)[n+]([O-])c1;1.38
1910;N#Cc1ccc(Nc2nccc(NC3CC3)n2)cc1;3.01
1911;N#Cc1cc(CN2CCC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1;1.22
1912;C[C@@H]1CN(C(=O)OCC(F)F)CCN1c1ncc(OCc2ccncc2C#N)cn1;2.3
1913;CN(C)CC(O)COc1ccc(Nc2nccc(N(CC#N)c3cc(Cl)ccc3Cl)n2)cc1;2.4
1914;Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCC3)cc(N3CCOCC3)c2)n1;3.8
1915;Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1;3.97
1916;Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C;1.64
1917;Cn1cnc(-c2ccccc2)c1C#Cc1ccnc(N)n1;2.94
1918;CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1;3.1
1919;CN1CC(n2nccc2-c2cc(Cl)ccc2Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)C1;1.0
1920;N#Cc1ccc(-c2csc(Nc3ccc(O)cc3)n2)cc1;4.1
1921;CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(C)=O)cc2)CC1;2.09
1922;Cc1ccc(S(=O)(=O)c2ccccc2)cc1;2.74
1923;CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1;2.4
1924;COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1NCCN1CCCCC1;2.52
1925;COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1;1.01
1926;Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1;1.21
1927;Cc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O;2.18
1928;O=C(Nc1cccc(Cl)c1)c1ccccn1;3.4
1929;CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O;1.73
1930;O=C(c1ccc(-c2ccc(Cl)cc2)o1)N(Cc1ccccn1)c1ccc(N2CCNCC2)cc1;3.0
1931;O=c1[nH]cnc2scc(-c3cccs3)c12;2.18
1932;CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O;4.02
1933;OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1;3.6
1934;N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ncccc4s3)CC2)CC1;1.4
1935;Nc1ccccc1NC(=O)c1ccc(-c2nccs2)cc1;2.3
1936;CCN1CCOc2cc(COc3ccccc3)cnc21;3.7
1937;Nc1ncc(-c2ccc(F)cc2)[nH]1;1.39
1938;Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCCC4)c23)ccc1OCc1ccccn1;2.87
1939;COc1ccc(-c2ccc3nc(N)sc3c2)cn1;3.2
1940;COc1ccc(-c2ccnc(N)n2)cc1;2.08
1941;N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccccc4c3C2)CC1;2.66
1942;NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1;3.3
1943;COc1cc2nnc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1;2.35
1944;CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc(CO)c2)n1;1.0
1945;Cc1ccc2c(c1)c(-c1ccnc3c(C#N)cccc13)c(C)n2CC(=O)O;0.52
1946;CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1;3.24
1947;CCOc1ccc2nc(N)sc2c1;2.4
1948;c1ccc(Nc2ccnc3ccccc23)cc1;2.78
1949;COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ccc2ccc(C(=O)NCC3CCCC3)cc21;1.93
1950;NC1=NN(c2cccc(C(F)(F)F)c2)CC1;2.55
1951;O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3)c2s1;-0.03
1952;CC(C)(C(=O)Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1;2.96
1953;Cc1ccc(C(=O)N2CCC(C(=O)c3ccc(Cl)cc3)CC2)cc1;3.79
1954;c1ccc(-c2nc3ccccc3[nH]2)nc1;2.5
1955;CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccnc2)cc1;3.65
1956;O=C(O)CO[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2sc(Cl)c(Cl)c2[nH]1;1.38
1957;COc1cc(CCc2cc(Nc3ccnc(NCc4ccccn4)n3)n[nH]2)cc(OC)c1;3.5
1958;O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(N2CCNCC2)cc1;-0.04
1959;Nc1nc(Nc2ccc3nc(-c4ccc(F)cc4)cc(N)c3c2)cc(-c2ccc(C(F)(F)F)cc2)n1;1.54
1960;O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1;3.19
1961;N=C(N)SCc1ccc(Cl)c(Cl)c1;1.28
1962;N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1;1.7
1963;Cc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1;3.6
1964;COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1;1.5
1965;Oc1ncc(NCc2ccccc2)c(O)n1;0.82
1966;COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O;1.8
1967;COc1cc(C(=O)c2cc(Cl)ccc2N)cc(OC)c1OC;3.38
1968;N#Cc1cccnc1-c1ccc(C(=O)Nc2ccccc2N)cc1;1.58
1969;CN(C)CC1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1;2.88
1970;Cc1noc2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12;2.67
1971;CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(Cc2ccccc2)C1)C1CCCCC1;1.49
1972;O=C(Nc1ccc(O)cc1)c1ccc(O)cc1;1.5
1973;COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1cccc2ccccc12;3.58
1974;COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCCC1)CCC(=O)N2C;2.87
1975;Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)n1C(C)C;2.39
1976;Cc1ccc(OCC(=O)O)c(-n2nc3ccccc3n2)c1;-0.84
1977;Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1;3.6
1978;Cc1[nH]c2nc(NCc3ccc(Cl)cc3)nn2c(=O)c1Cc1ccccc1;3.7
1979;O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(F)cc54)CC3)nc2N1;0.9
1980;c1ccc(Nc2ccccc2)cc1;3.2
1981;CSCCC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccc(C#N)cc1;4.24
1982;C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccncc2C#N)cn1;3.33
1983;Oc1cccc2ccccc12;2.5
1984;CCN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1;3.14
1985;COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@@H]2COCCN2)c1;1.61
1986;COc1ccc2c(c1)cc(C(=O)O)n2Cc1ccc(Cl)c(Cl)c1;1.66
1987;NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1;1.61
1988;C[C@H](N)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1;1.66
1989;CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc21;0.07
1990;c1ccc(CSc2nc3cccnc3[nH]2)cc1;3.22
1991;O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1;4.5
1992;C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ncc(F)cn1;2.26
1993;CC(C)Oc1cc(OCCc2ccsc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1;1.74
1994;O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c3c2C(=O)c2ccccc2C3=O)c2c1C(=O)c1ccccc1C2=O)c1ccccc1;2.63
1995;COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2Br)cc1OC;3.49
1996;COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1;1.5
1997;NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3CC2CC2)c1;0.07
1998;Cc1cc(COC(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)cc(C)n1;2.38
1999;COCCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1;3.41
